symbol,profile.mktCap,profile.companyName,profile.industry,profile.description,profile.sector
AGM-A,7.93E+08,Federal Agricultural Mortgage Corporation,Credit Services,"Federal Agricultural Mortgage Corporation provides a secondary market for various loans made to borrowers in the United States. It operates through four segments: Farm & Ranch, USDA Guarantees, Rural Utilities, and Institutional Credit. The Farm & Ranch segment purchases and retains eligible mortgage loans that are secured by first liens on agricultural real estate; securitizes eligible mortgage loans, and guarantees the timely payment of principal and interest on securities representing interests in or obligations secured by pools of mortgage loans; and issues long-term standby purchase commitments (LTSPC) on designated eligible mortgage loans. The USDA Guarantees segment purchases portions of certain agricultural, rural development, business and industry, and community facilities loans guaranteed by the United States Department of Agriculture (USDA). The Rural Utilities segment purchases and guarantees securities that are backed by eligible rural utilities loans; and issues",Financial Services
FVRR,1.94E+09,Fiverr International Ltd.,Internet Retail,"Fiverr International Ltd. operates an online marketplace worldwide. Its platform enables sellers to sell their services and buyers to buy them. The company's platform includes approximately 200 categories in 8 verticals, including graphic and design, digital marketing, writing and translation, video and animation, music and audio, programming and technology, business, and lifestyle. Its buyers include businesses of various sizes, as well as sellers comprise a group of freelancers and small businesses. The company was founded in 2010 and is based in Tel Aviv, Israel.",Consumer Cyclical
GIX,2.24E+08,"GigCapital2, Inc.",Shell Companies,"GigCapital2, Inc. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to focus on companies operating in the technology, media, and telecommunications industries. The company was founded in 2019 and is based in Palo Alto, California.",Financial Services
GL,9.05E+09,Globe Life Inc.,Insurance—Life,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers term life, whole life, children's life, senior life, and family life insurance products; accidental benefits insurance; mortgage protection insurance; and medicare supplement plans. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is based in McKinney, Texas.",Financial Services
GRAF,3.16E+08,Graf Industrial Corp.,Shell Companies,"Graf Industrial Corp. intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with industrial companies in diversified industrial manufacturing, technology, distribution, and service businesses in the United States and Canada. The company was founded in 2018 and is based in Houston, Texas.",Financial Services
GTN-A,1.59E+09,"Gray Television, Inc.",Broadcasting,"Gray Television, Inc., a television broadcast company, owns and operates television stations and digital assets in the United States. As of February 28, 2019, it owned and operated television stations in 91 television markets broadcasting approximately 400 program streams, including approximately 150 channels affiliated with the CBS Network, the NBC Network, the ABC Network, and the FOX Network. The company also broadcasts secondary digital channels affiliated to ABC, CBS, and FOX, as well as channels affiliated with various other networks and program services, including CW Plus Network, MY Network, the MeTV Network, This TV Network, Antenna TV, Telemundo, Cozi, Heroes and Icons, and MOVIES! Network; and local news/weather channels in various markets. In addition, it is also involved in the video program production, marketing, and digital businesses including Raycom Sports, Tupelo-Raycom, and RTM Studios; and production of PowerNation programs and content. The company was for",Communication Services
GHG,1.42E+09,GreenTree Hospitality Group Ltd.,Lodging,"GreenTree Hospitality Group Ltd., through its subsidiaries, operates as a franchised hotel operator in the People's Republic of China. The company operates hotels under the brand names of GreenTree Eastern, Gme, Gya, VX, GreenTree Inns, GT Alliance, Vatica, and Shell. As of December 31, 2018, it had 29 leased-and-operated hotels and 2,728 franchised-and-managed hotels with 221,529 rooms in 290 cities. The company was founded in 2004 and is headquartered in Shanghai, the People's Republic of China. GreenTree Hospitality Group Ltd. is a subsidiary of GreenTree Inns Hotel Management Group, Inc.",Consumer Cyclical
GEF-B,2.01E+09,"Greif, Inc.",Packaging & Containers,"Greif, Inc. produces and sells industrial packaging products and services worldwide. It operates through four segments: Rigid Industrial Packaging & Services; Paper Packaging & Services; Flexible Products & Services; and Land Management. The Rigid Industrial Packaging & Services segment offers rigid industrial packaging products, including steel, fiber, and plastic drums; rigid intermediate bulk containers; closure systems for industrial packaging products; transit protection products; water bottles, and remanufactured and reconditioned industrial containers; and services, such as container life cycle management, filling, logistics, warehousing, and other packaging services. This segment sells its products to customers in the chemicals, paints and pigments, food and beverage, petroleum, industrial coatings, agricultural, pharmaceutical and mineral products, and others industries. The Paper Packaging & Services segment provides containerboards, corrugated sheets, corrugated co",Consumer Cyclical
GSAH,1.11E+09,GS Acquisition Holdings Corp,Shell Companies,"GS Acquisition Holdings Corp does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2016 and is based in New York, New York.",Financial Services
GSX,9.45E+09,GSX Techedu Inc.,Education & Training Services,"GSX Techedu Inc., a technology-driven education company, provides online K-12 large-class after-school tutoring services in the People's Republic of China. It offers K-12 large-class after-school tutoring courses that cover various K-12 academic subjects, including mathematics, English, Chinese, physics, chemistry, biology, history, geography, and political science. The company also provides English courses for children in kindergarten; and courses that help children in grade one through grade seven. In addition, it offers foreign language courses comprising English, Japanese, and Korean, as well as English test preparation courses for students taking post-graduate entrance exams; and professional courses primarily for working adults preparing for professional qualification exams, such as teacher's qualification, the Chartered Financial Analyst designation, fund qualification, and securities qualification exams. Further, the company provides personal interest courses, such as",Consumer Defensive
HNGR,6.72E+08,"Hanger, Inc.",Medical Care Facilities,"Hanger, Inc. provides orthotic and prosthetic (O&P) services; and distributes O&P devices and components, manages O&P networks, and provides therapeutic solutions to patients and businesses in acute, post-acute, and clinic settings in the United States. It operates through two segments, Patient Care and Products & Services. The Patient Care segment owns and operates Hanger clinic, which specializes in the design, fabrication, and delivery of custom O&P devices through patient care clinics and satellite locations; and provides payor network contracting services to other O&P providers. The Products & Services segment procures and distributes O&P parts, componentry, and devices to independent O&P providers; and develops specialized rehabilitation technologies and provides evidence-based clinical programs for post-acute rehabilitation to patients at approximately 3,900 skilled nursing and post-acute providers. This segment also manufactures and sells therapeutic footwear for diab",Healthcare
HVT-A,3.43E+08,"Haverty Furniture Companies, Inc.",Home Improvement Retail,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name. It also provides custom upholstery products, as well as mattress product lines under the Sealy, Tempur-Pedic, Serta, Stearns & Foster, and Beautyrest Black names. The company sells home furnishings through its retail stores, as well as through its Website. As of August 22, 2019 it operated 121 showrooms in 16 states in the Southern and Midwestern regions. Haverty Furniture Companies, Inc. was founded in 1885 and is based in Atlanta, Georgia.",Consumer Cyclical
HEI-A,1.40E+10,HEICO Corporation,Aerospace & Defense,"HEICO Corporation, through its subsidiaries, designs, manufactures, and sells aerospace, defense, and electronic related products and services in the United States and internationally. The company's Flight Support Group segment provides jet engine and aircraft component replacement parts; thermal insulation blankets and parts; renewable/reusable insulation systems; and specialty components. This segment also distributes hydraulic, pneumatic, structural, interconnect, mechanical, and electro-mechanical components for the commercial, regional, and general aviation markets; and offers repair and overhaul services for jet engine and aircraft component parts, avionics, instruments, composites, and flight surfaces of commercial aircraft, as well as for avionics and navigation systems, subcomponents, and other instruments utilized on military aircraft. Its Electronic Technologies Group segment provides electro-optical infrared simulation and test equipment; electro-optical laser pro",Industrials
HUYA,3.49E+09,HUYA Inc.,Entertainment,"HUYA Inc., through its subsidiaries, operates game live streaming platforms in the People's Republic of China. Its platforms enable broadcasters and viewers to interact during live streaming. Its live streaming content covers a library of games, including mobile, PC, and console games; and other entertainment genres, such as talent shows, anime, and outdoor activities. The company operates Nimo TV, a game live streaming platform primarily in Southeast Asia and Latin America. It also provides online advertising and game-related services. As of December 31, 2018, its live streaming content covered approximately 3,300 games. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China. HUYA Inc. is a subsidiary of YY Inc.",Communication Services
IAA,5.94E+09,"IAA, Inc.",Specialty Business Services,"IAA, Inc. provides salvage vehicle auctions and related services. It offers salvage auction services, such as inbound transportation logistics, inspection, evaluation, salvage recovery, titling, and settlement administrative services. The company's salvage auctions facilitate the remarketing of damaged vehicles designated as total losses by insurance companies, charity donation vehicles, recovered stolen (or theft) vehicles, and low value used vehicles through live and online auctions. As of December 19, 2019, it operated approximately 190 facilities in the United States, Canada, and the United Kingdom. Insurance Auto Auctions, Inc. serves insurance companies, used vehicle dealers, rental car and fleet leasing companies, auto lenders, non-profit organizations, and the general public. The company was founded in 1982 and is headquartered in Westchester, Illinois.",Industrials
INSP,2.36E+09,"Inspire Medical Systems, Inc.",Medical Devices,"Inspire Medical Systems, Inc., a medical technology company, focuses on the development and commercialization of minimally invasive solutions for patients with obstructive sleep apnea (OSA). It offers Inspire system, a neurostimulation technology that provides a safe and effective treatment for moderate to severe OSA. The company also develops a novel, a closed-loop solution that continuously monitors a patient's breathing and delivers mild hypoglossal nerve stimulation to maintain an open airway. Inspire Medical Systems, Inc. was founded in 2007 and is headquartered in Golden Valley, Minnesota.",Healthcare
IFS,3.19E+09,Intercorp Financial Services Inc.,Banks—Regional,"Intercorp Financial Services Inc. provides diversified financial products and services in Peru. It offers banking, insurance, and wealth management products and services to individual and commercial clients. The company serves its products and services through financial stores, ATMs, correspondent agents, and sales force. Intercorp Financial Services Inc. was founded in 1897 and is based in Lima, Peru.",Financial Services
JEF,4.40E+09,Jefferies Financial Group Inc.,Financial Conglomerates,"Jefferies Financial Group Inc., a financial services company, engages in investment banking and capital markets, asset management, and direct investing businesses in the Americas, Europe, and Asia. the company also offers equities research, sales, and trading services; equity finance services comprising financing, securities lending, and other prime brokerage services; and wealth management services to high net worth individuals, their families and businesses, private equity and venture funds, and small institutions. In addition, it provides fixed income sales and trading services for investment grade corporate bonds, U.S. and European government and agency securities, municipal bonds, mortgage- and asset-backed securities, leveraged loans, consumer loans, securities, markets debt, interest rate, and credit derivative products, as well as foreign exchange trade execution and securitization capabilities, as well as manages, invests in, and provides services to a group of alter",Financial Services
JW-A,2.40E+09,"John Wiley & Sons, Inc.",Publishing,"John Wiley & Sons, Inc. operates as a research and learning company worldwide. It operates in three segments: Research, Publishing, and Solutions. The Research segment offers scientific, technical, medical, and scholarly journals; and related content and services. It also publishes physical sciences and engineering, health sciences, social sciences, and humanities and life sciences journals; and provides a publishing software and service for scholarly and professional societies, and publishers to deliver, host, enhance, market, and manage their content on the Web through the Literatum platform. This segment serves academic, corporate, government, and public libraries; funders of research; researchers, scientists, clinicians, engineers, and technologists; and students and professors. It sells its products in digital and print formats through research libraries and library consortia, and independent subscription agents, as well as directly to professional society members, books",Communication Services
JW-B,2.43E+09,"John Wiley & Sons, Inc.",Publishing,"John Wiley & Sons, Inc. operates as a research and learning company worldwide. It operates in three segments: Research, Publishing, and Solutions. The Research segment offers scientific, technical, medical, and scholarly journals; and related content and services. It also publishes physical sciences and engineering, health sciences, social sciences, and humanities and life sciences journals; and provides a publishing software and service for scholarly and professional societies, and publishers to deliver, host, enhance, market, and manage their content on the Web through the Literatum platform. This segment serves academic, corporate, government, and public libraries; funders of research; researchers, scientists, clinicians, engineers, and technologists; and students and professors. It sells its products in digital and print formats through research libraries and library consortia, and independent subscription agents, as well as directly to professional society members, books",Communication Services
KDP,3.99E+10,Keurig Dr Pepper Inc.,Beverages—Non-Alcoholic,"Keurig Dr Pepper Inc. operates as a beverage company in the United States and internationally. It operates through four segments: Beverage Concentrates, Packaged Beverages, Latin America Beverages, and Coffee Systems. The Beverage Concentrates segment manufactures and sells beverage concentrates. This segment also manufactures beverage concentrates into syrup. The Packaged Beverages segment manufactures and distributes packaged beverages for own brands, as well as for allied brands; and various private label beverages. The Latin America Beverages segment offers carbonated mineral water, flavored carbonated soft drinks (CSD), bottled water, and vegetable juice. The Coffee Systems segment provides single-serve brewing systems and specialty coffee to home, offices, restaurants, cafeterias, convenience stores, and hotels, as well as produces and sells range of other specialty beverages in K-Cup pods, such as hot and iced teas, hot cocoa, and other beverages. This segment also dev",Consumer Defensive
KTB,1.20E+09,"Kontoor Brands, Inc.",Apparel Manufacturing,"Kontoor Brands, Inc. designs, manufactures, sources, markets, and distributes apparel under the Wrangler and Lee brands in the United States and internationally. The company sells its products primarily through mass and mid-tier retailers, specialty stores, department stores, and retailer-owned and third-party e-commerce sites, as well as sell its products through direct-to-consumer channels, including full-price stores, outlet stores, and its Websites. Kontoor Brands, Inc. was incorporated in 2018 and is headquartered in Greensboro, North Carolina.",Consumer Cyclical
LHX,4.50E+10,"L3Harris Technologies, Inc.",Aerospace & Defense,"L3Harris Technologies, Inc. provides technology-based solutions that solve government and commercial customers' mission-critical challenges in the United States and internationally. The company operates in three segments: Communication Systems, Electronic Systems, and Space and Intelligence Systems. It designs, develops, and manufactures radio communications products and systems, including single channel ground and airborne radio systems, multiband manpack and handheld radios, multi-channel manpack and airborne radios, and single-channel airborne radios, as well as wideband rifleman team, ground, and high frequency manpack radios. The company also offers wireless communications systems, such as digital trunked, statewide, and multi-agency systems, as well as land mobile radio (LMR) and radio frequency systems; and single-band LMR terminals and multiband radios comprising a handheld radio and a full-spectrum mobile radio for vehicles. In addition, it provides electronic warfar",Industrials
LEN-B,1.90E+10,Lennar Corporation,Residential Construction,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Lennar Financial Services, Lennar Multifamily, and Rialto segments. The company's homebuilding operations include the construction and sale of single-family attached and detached homes, as well as the purchase, development, and sale of residential land. It primarily sells single-family attached and detached homes in communities targeted to first-time homebuyers, move-up homebuyers, active adult homebuyers, and luxury homebuyers. The company also offers mortgage financing, title insurance, and closing services for home buyers and others. In addition, it is involved in raising, investing, and managing third party capital; and originating and selling into securitizations commercial mortgage loans, as well as investing in real estate related mortgage ",Consumer Cyclical
LHC,2.53E+08,Leo Holdings Corp.,Shell Companies,"Leo Holdings Corp. does not have significant operations. It intends to acquire assets and businesses through a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or business combination. The company was founded in 2017 and is based in London, the United Kingdom.",Financial Services
LEVI,6.12E+09,Levi Strauss & Co.,Apparel Manufacturing,"Levi Strauss & Co. designs, markets, and sells jeans, casual and dress pants, tops, shorts, skirts, jackets, footwear, and related accessories for men, women, and children. The company sells its products under the Levi's, Dockers, Signature by Levi Strauss & Co., and Denizen brands; and also licenses its Levi's and Dockers trademarks for various product categories, including footwear, belts, wallets and bags, outerwear, sweaters, dress shirts, kids wear, sleepwear, and hosiery. Levi Strauss & Co. sells its products in approximately 110 countries through a network of chain retailers, department stores, specialty retailers, franchised or other brand-dedicated stores, and shop-in-shops, as well as e-commerce sites. The company operates approximately 3,000 retail stores and shop-in-shops. Levi Strauss & Co. was founded in 1853 and is headquartered in San Francisco, California.",Consumer Cyclical
LIN,1.13E+11,Linde plc,Specialty Chemicals,"Linde plc operates as an industrial gas company in primarily North and South America, Europe, the Middle East, Africa, and the Asia Pacific. The company offers oxygen, nitrogen, argon, rare gases, carbon monoxide, carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. It also designs and constructs turnkey process plants, such as olefin, natural gas, air separation, and hydrogen and synthesis gas plants. In addition, the company supplies wear-resistant and high-temperature corrosion-resistant metallic and ceramic coatings and powders for aircraft, energy, printing, primary metals, petrochemical, textile, and other industries; and manufactures a line of electric arc, plasma and wire spray, and high-velocity oxy-fuel equipment. It serves healthcare, petroleum refining, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, and water treatment industries. Linde plc has a collaboration agreements with ExxonMobil t",Basic Materials
RAMP,3.02E+09,"LiveRamp Holdings, Inc.",Information Technology Services,"LiveRamp Holdings, Inc., a technology company, provides enterprise customer management platform solutions in the United States, Europe, and the Asia-Pacific. The company offers IdentityLink, an identity platform that connects people, data, and devices across the digital and physical world, powering the people-based marketing that allows consumers to connect with the brands and products they love. It serves financial, insurance and investment services, retail, automotive, telecommunications, high tech, consumer packaged goods, healthcare, travel, entertainment, non-profit, and government industries. The company was formerly known as Acxiom Holdings, Inc. and changed its name to LiveRamp Holdings, Inc. in October 2018. LiveRamp Holdings, Inc. is headquartered in San Francisco, California.",Technology
MKC-V,2.30E+10,"McCormick & Company, Incorporated",Packaged Foods,"McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. The company operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as desserts. This segment markets its products under the McCormick, French, Frank's RedHot, Lawry's, Club House, Gourmet Garden, and OLD BAY brands in the Americas; Ducros, Schwartz, Kamis, and Drogheria & Alimentari, and Vahiné brand names in Europe, the Middle East, and Africa; McCormick and DaQiao brands in China; and McCormick, Aeroplane, and Gourmet Garden brand names in Australia, as well as markets regional and ethnic brands, such as Zatarain's, Stubb's, Thai Kitchen, and Simply Asia. It also supplies its products under the private labels. This segment serves retailers comprising grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce retailers dire",Consumer Defensive
MDLA,3.78E+09,"Medallia, Inc.",Software—Application,"Medallia, Inc. provides an enterprise Software-as-a-Service platform in North America, Europe, the Middle East, Africa, and internationally. The company's platform utilizes deep learning-based artificial intelligence technology to analyze structured and unstructured data from signal fields in human, digital, and Internet of Things interactions. Its Medallia Experience Cloud platform offers Customer Experience, Business Experience, Employee Experience, and Product Experience product suites. The company also provides separate modules, including Medallia Athena Text Analytics, Medallia Social, Medallia Digital Medallia Conversations, and Mobile Applications. In addition, it offers professional, managed, implementation, advisory, education and training, and customer support services. The company serves communications and media, hospitality, insurance, and automotive companies, as well as banks; and companies in retail, technology, and manufacturing industries. Medallia, Inc. was ",Technology
MFAC,2.30E+08,Megalith Financial Acquisition Corp.,Shell Companies,"Megalith Financial Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It focuses on companies in the financial services industry or businesses providing technological services to the financial industry. The company was founded in 2017 and is based in New York, New York.",Financial Services
TAP-A,9.45E+09,Molson Coors Brewing Company,Beverages—Brewers,"Molson Coors Brewing Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally. The company sells various products under the Blue Moon, Coors Banquet, Coors Light, Miller Genuine Draft, Miller Lite, Hamm's, Icehouse, Keystone, Mickey's, Miller64, Miller High Life, Milwaukee's Best, Olde English, Steel Reserve, Grolsch, Hop Valley, Leinenkugel's, Peroni Nastro Azurro, Pilsner Urquell, Revolver, Saint Archer, Sol, Terrapin, Crispin, Smith & Forge, Arnold Palmer Spiked, Henry's Hard, Redd's, and Steel Reserve Alloy Series brands. It also offers various brands, such as Belgian Moon, Carling, Carling Black Label, Mad Jack, Molson Canadian, Molson Canadian 67, Molson Canadian Cider, Molson Dry, Molson Export, Old Style Pilsner, Rickard's, Brasseurs de Montréal, Creemore Springs, Granville Island, Le Trou du Diable, Amstel Light, Heineken, Murphy's, Newcastle, Strongbow cider, Desperados, Dos Equis, Moret",Consumer Defensive
MOG-A,2.04E+09,Moog Inc.,Aerospace & Defense,"Moog Inc. designs, manufactures, and integrates precision motion and fluid controls and systems for original equipment manufacturers and end users in the aerospace, defense, and industrial markets worldwide. The company's Aircrafts Controls segment offers primary and secondary flight controls for military and commercial aircrafts; aftermarket support services; and ground-based navigation aids. Its Space and Defense Controls segment provides controls for satellites, space vehicles, launch vehicles, armored combat vehicles, tactical and strategic missiles, security and surveillance, and other defense applications; and gun aiming, stabilization, and automatic ammunition loading for armored combat vehicles. This segment also offers steering tactical and strategic missiles; and designs, builds, and integrates weapon stores management systems for light attack aerial reconnaissance, ground, and sea platforms. The company's Industrial Systems segment provides systems for applications",Industrials
MOG-B,2.11E+09,Moog Inc.,Aerospace & Defense,"Moog Inc. designs, manufactures, and integrates precision motion and fluid controls and systems for original equipment manufacturers and end users in the aerospace, defense, and industrial markets worldwide. The company's Aircrafts Controls segment offers primary and secondary flight controls for military and commercial aircrafts; aftermarket support services; and ground-based navigation aids. Its Space and Defense Controls segment provides controls for satellites, space vehicles, launch vehicles, armored combat vehicles, tactical and strategic missiles, security and surveillance, and other defense applications; and gun aiming, stabilization, and automatic ammunition loading for armored combat vehicles. This segment also offers steering tactical and strategic missiles; and designs, builds, and integrates weapon stores management systems for light attack aerial reconnaissance, ground, and sea platforms. The company's Industrial Systems segment provides systems for applications",Industrials
NMFX,1.06E+09,New Mountain Finance Corporation,,"New Mountain Finance Corporation is a Business Development Company specializing in investments in middle market companies and debt securities at various levels of the capital structure, including first and second lien debt, unsecured notes, bonds, and mezzanine securities. It invests in various industries that include software, education, business services, distribution and logistics, federal services, healthcare services and products, healthcare facilities, energy, media, consumer and industrial services, healthcare Information Technology, Information Technology and services, specialty chemicals and materials, telecommunication, retail, and power generation. It seeks to invest in United States. It typically invests between $10 million and $50 million. Within middle market it seeks to invest in companies having EBITDA between $20 million and $200 million. It prefers to invest in equity interests, such as preferred stock, common stock, warrants, or options received in connecti",Industrials
NVT,3.57E+09,nVent Electric plc,Electrical Equipment & Parts,"nVent Electric plc designs, manufactures, markets, installs, and services electrical connection and protection products in the United States, Canada, Mexico, Europe, the Middle East, Africa, and internationally. The company operates through three segments: Enclosures, Thermal Management, and Electrical & Fastening Solutions. The Enclosures segment provides solutions to protect, connect, and manage heat in critical electronics, communication, control, and power equipment; physical infrastructure solutions to host, connect, and protect server and network equipment; and indoor and outdoor protection solutions for broadband voice, data, and video surveillance applications. Its products also include metallic and non-metallic enclosures, cabinets, subracks, and backplanes. The Thermal Management segment offers electric thermal solutions that connect and protect critical buildings, infrastructure, industrial processes, and people. Its thermal management systems comprise heat tracing",Industrials
OAC,2.52E+08,Oaktree Acquisition Corp.,Shell Companies,"Oaktree Acquisition Corp. focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2019 and is headquartered in Los Angeles, California.",Financial Services
ORCC,4.96E+09,Owl Rock Capital Corporation,Credit Services,"Owl Rock Capital Corporation is a business development company. The fund makes investments in senior secured or unsecured loans, subordinated loans or mezzanine loans and also considers equity-related securities including warrants and preferred stocks. It seeks to invest in middle market companies based in the United States, with EBITDA between $10 million and $250 million annually and/or annual revenue of $50 million and $2.5 billion at the time of investment.",Financial Services
PD,2.10E+09,"PagerDuty, Inc.",Software—Application,"PagerDuty, Inc. operates an On-Call Management platform. The company's platform collects signals from software-enabled system or device, correlates and interprets signals to identify events, and engages team members to take action in real time. It serves developer, IT, security, and customer support segments. The company was incorporated in 2010 and is headquartered in San Francisco, California.",Technology
PSN,4.22E+09,Parsons Corporation,Specialty Industrial Machinery,"Parsons Corporation provides technology based solutions in the defense, intelligence, and critical infrastructure markets in North America, the Middle East, and internationally. It operates in two segments, Federal Solutions and Critical Infrastructure. The company offers cybersecurity software and engineering services, hardware prototyping, and other technical services to the U.S. Army and the United States intelligence community; ThunderRidge, a tool that assists cyber operational users to develop action plans, assess cyber threats, and disseminate situational awareness in real-time; and geospatial intelligence, big data analytics, and threat mitigation technology services to the defense, intelligence, space and command, control, communications, computer, cyber, intelligence, surveillance, and reconnaissance. It also provides mission planning for space situational awareness, small satellite systems integration, electronic warfare, directed energy modeling and simulation, an",Industrials
PRSP,3.78E+09,Perspecta Inc.,Information Technology Services,"Perspecta Inc. provides enterprise information technology (IT) services to government customers in the United States federal, state, and local markets. The company develops, modernizes, transforms, and manages customers' enterprise application portfolios enabling a shift of IT spend from maintenance and operations to innovation; and offers analytics and data services, as well as research, engineering, consulting, and technology solutions for government, including cybersecurity, cloud, quantum computing, network configuration, and data analytics capabilities. It also provides cybersecurity solutions that predict attacks, respond to threats, ensure compliance, and protect data, applications, and infrastructure and endpoints. In addition, the company offers cloud computing and infrastructure services that enable customers maximize their private cloud, public cloud, and legacy infrastructure to transform, optimize, and secure their hybrid environments; and digital strategy and tr",Technology
PHR,1.13E+09,"Phreesia, Inc.",Health Information Services,"Phreesia, Inc. provides an integrated SaaS-based software and payment platform for the healthcare industry in the United States and Canada. The company's Phreesia Platform offers a suite of solutions to manage the patient intake process and an integrated payments solution for processing of patient payments. It deploys its platform in a range of modalities, including through Phreesia Mobile, a patients' mobile device; Phreesia Dashboard, a Web-based dashboard for providers; PhreesiaPads, which are self-service intake tablets; and Arrivals Stations that are on-site kiosks. The company's Phreesia Platform provides a registration solution to automate patient self-registration; revenue cycle solution, which offer insurance-verification processes, point-of-sale payments applications, and cost estimation tools; clinical support solution that collects clinical intake and PRO data for approximately 25 specialties; appointments solution for online appointments, reminders, and referral ",Healthcare
PINS,1.29E+10,"Pinterest, Inc.",Internet Content & Information,"Pinterest, Inc. is a visual discovery engine people use to find inspiration for their lives, including recipes, home and style ideas, travel destinations and more. People have saved more than 200 billion Pins across a range of interests, which others with similar tastes can discover through search and recommendations. Located in San Francisco, Pinterest launched in 2010 and has hundreds of millions of monthly active users around the world. Available on iOS and Android, and at pinterest.com.",Communication Services
PIC,2.88E+08,Pivotal Investment Corporation II,Shell Companies,"Pivotal Investment Corporation II intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in the sports, logistics, e-commerce, and consumer technology industries. The company was founded in 2019 and is based in New York, New York.",Financial Services
PVTL,4.22E+09,"Pivotal Software, Inc.",Software—Application,"Pivotal Software, Inc., together with its subsidiaries, provides a cloud-native application platform and services in the United States. Its cloud-native platform, Pivotal Cloud Foundry (PCF), accelerates and streamlines software development by reducing the complexity of building, deploying, and operating cloud-native and modern applications. The company also enables its customers to accelerate their adoption of a modern software development process and their business success using its platform through its strategic services, Pivotal Labs (Labs). Pivotal Software, Inc. markets and sells PCF and Labs through its sales force and ecosystem partners. The company was founded in 2013 and is headquartered in San Francisco, California.",Technology
PSTL,8.69E+07,"Postal Realty Trust, Inc.",REIT—Office,"Postal Realty Trust, Inc. is an internally managed real estate investment trust that owns and manages properties leased to the USPS. The Company believes it is one of the largest owners and managers measured by net leasable square footage of properties that are leased to the USPS.",Real Estate
PROS,4.73E+08,"ProSight Global, Inc.",Insurance—Specialty,"ProSight Global, Inc. operates as an entrepreneurial specialty insurance company in the United States. The company underwrites insurance coverages in the lines of commercial auto, general liability, workers' compensation, commercial multiple peril, and other. It serves customers in construction, consumer service, marine and energy, media and entertainment, professional service, real estate, and transportation industries. The company was founded in 2009 and is headquartered in Morristown, New Jersey.",Financial Services
RPLA,3.60E+08,Replay Acquisition Corp.,Shell Companies,"Replay Acquisition Corp. intends to identify, source, negotiate, and execute a business combination in Latin America. The company was founded in 2018 and is based in New York, New York.",Financial Services
REZI,1.24E+09,"Resideo Technologies, Inc.",Security & Protection Services,"Resideo Technologies, Inc. provides critical comfort, thermal, and security solutions primarily in residential environments in the United States, Europe, and internationally. The company operates in two segments, Products and Solutions, and Global Distribution. It offers home products, services, and technologies, including temperature and humidity control, water, air, remote patient monitoring software, and software solutions; and residential thermal solutions, such as boiler products, storage gas water heating solutions, ducted solutions, and thermal adjacency solutions. The company also provides security solutions comprising security panels, sensors, peripherals, wires and cables, communication devices, video cameras, awareness solutions, cloud infrastructure, installation and maintenance tools, and related software products. It provides its products under the Honeywell Home brand. In addition, the company distributes security products comprising video surveillance products",Industrials
RVI,3.08E+08,Retail Value Inc.,REIT—Retail,RVI is an independent publicly traded company trading under the ticker symbol ?RVI? on the New York Stock Exchange. RVI holds assets in the continental U.S. and Puerto Rico and is managed by one or more subsidiaries of SITE Centers Corp. RVI focuses on realizing value in its business through operations and sales of its assets.,Real Estate
RVLV,1.16E+09,"Revolve Group, Inc.",Internet Retail,"Revolve Group, Inc. operates as an online fashion retailer for consumers in the United States and internationally. The company operates a platform that connects consumers and global fashion influencers, as well as emerging, established, and owned brands. It provides women's apparel, footwear, accessories, and beauty styles under a range of established and emerging brands, as well as owned brands. Revolve Group, Inc. was founded in 2003 and is headquartered in Cerritos, California.",Consumer Cyclical
